gene	panel_role	locked_signature_member	selected	discovery_effect_adenoma_minus_normal	bootstrap_ci_low	bootstrap_ci_high	direction_stability	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	pxd017269_protein_group_present	pxd017269_protein_accessions	pxd017269_n_samples	pxd017269_n_detected	pxd017269_detection_fraction	pxd017269_median_log2_intensity_detected	pxd017269_archival_group_kruskal_p	pxd017269_archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	pxd002137_adjusted_direction_match	public_protein_evidence_tier	pxd000445_mztab_detected	pxd000445_n_mztab_experiments_detected	pxd000445_n_mztab_experiments_total	pxd000445_mztab_experiment_detection_fraction	pxd000445_max_distinct_peptides	pxd000445_max_psms	pxd000445_accessions	pxd000445_psm_analysis_set	pxd000445_psm_expected_direction	pxd000445_psm_n_pairs	pxd000445_psm_n_experiments	pxd000445_psm_median_adenoma_minus_normal_log2	pxd000445_psm_mean_adenoma_minus_normal_log2	pxd000445_psm_paired_positive_fraction	pxd000445_psm_p_paired_wilcoxon	pxd000445_psm_min_unique_peptides_per_sample	pxd000445_psm_direction_matches_prespecified	pxd000445_psm_q_value_bh_within_analysis_set	n_recruitment_clusters_evaluable	n_cluster_direction_matches	median_cluster_effect	cluster_direction_match_fraction	assay_role	hpa_url	hpa_normal_tissue_reliability	rna_ihc_consistency	hpa_antibody_ids	expected_normal_tissue_pattern	interpretation_for_local_ffpe	local_pilot_required	source_checked_date	pxd000445_quantitatively_evaluable	new_transcript_has_direction_conflict	pxd000445_psm_has_direction_conflict
AXIN2	locked_signature_candidate	True	True	0.42774308	0.2116329345852136	0.6518554106354714	1.0	1	True	2	8	0.25	0.5	8.023439527235572	7.188171126454427	-0.8352684007811453	-0.176970687612557	0.5625	9.0	0.888888888888889					0.928439054701001		False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	3.746858975670324	1.0										False	False	False
GDF15	locked_signature_candidate	True	True	0.40532106	0.2353492826223373	0.5925057128071785	1.0	1	True	2	6	0.25	0.375	9.235227900121377	12.010259120803106	2.775031220681729	1.444672107729876	0.9166666666666666	11.0	0.1428571428571428					0.2653061224489796		True	Q99988	118	60	0.5084745762711864	14.896194934845	0.4533060502629819	0.662524227307435	False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	3.1094285093753484	1.0										False	False	False
SOX4	locked_signature_candidate	True	True	0.39757302	0.2365815501660108	0.5564755171537399	1.0	1	True	0	9	0.0	0.5625		8.776308279826507												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	2.1415455417537785	1.0										False	False	False
REG1B	locked_signature_candidate	True	True	0.37338713	0.1105005390942096	0.7426046118140219	1.0	1	True	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	True	2	11	0.18181818181818182	2.0	3.0	P48304												4.0	4.0	5.285774412780112	1.0										False	False	False
SDC3	locked_signature_candidate	True	True	0.34583938	0.1699488721787929	0.5445909917354583	1.0	1	True	1	12	0.125	0.75	9.19930373529442	10.109080897029871	0.9097771617354536		0.6666666666666666	8.0	0.7692307692307693					0.851063829787234		False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	1.0360157480053571	0.75										False	True	False
ZNF703	locked_signature_candidate	True	True	0.33392027	0.1548737928271293	0.4956987090408802	1.0	1	True	0	13	0.0	0.8125		10.56537648523606												True	Q9H7S9	118	118	1.0	13.80757522583005	0.6093629895617989	0.7449085908155471	True	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	1.7071332460121096	1.0										False	False	False
SLC7A5	locked_signature_candidate	True	True	0.30587047	0.1293474365025758	0.4926627896726131	1.0	1	True	2	12	0.25	0.75	11.871261630917695	12.054979333464098	0.1837177025464011	0.2660982296737142	0.5416666666666666	13.0	0.9230769230769232					0.928439054701001		True	Q01650	118	32	0.2711864406779661	13.2308201789856	0.4920913499517235	0.7012301736812061	False	False	False	False	False	C_incomplete_public_protein_support	True	1	11	0.09090909090909091	2.0	2.0	Q01650												4.0	4.0	1.9034578313066477	1.0										False	False	False
KRT6B	locked_signature_candidate	True	True	0.27151206	0.0151700794463977	0.8331370994448658	1.0	1	True	1	4	0.125	0.25	12.710167616960844	11.12113181804117	-1.5890357989196744		0.0	0.0	0.4					0.5073170731707317		True	P04259	118	118	1.0	20.50415992736815	0.614222873128609	0.7449085908155471	False	False	False	False	False	C_incomplete_public_protein_support	True	6	11	0.5454545454545454	11.0	15.0	F5H6G5												4.0	4.0	2.509322278780616	1.0										False	False	False
SLC40A1	locked_signature_candidate	True	True	0.26296604	0.0948762785643339	0.4792037531733512	1.0	1	True	0	9	0.0	0.5625		11.326154174640967												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	2.1676272729822275	0.75										False	True	False
CYP4X1	locked_signature_candidate	True	True	0.25991496	0.1301064629107713	0.3928748153150081	1.0	1	True	0	15	0.0	0.9375		10.190042148560844												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	6.008863675262671	1.0										False	False	False
CPNE7	locked_signature_candidate	True	True	0.24887317	0.1118287470191717	0.4256462819874286	1.0	1	True	0	5	0.0	0.3125		8.559161138195893												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	True	5	11	0.45454545454545453	2.0	2.0	Q9UBL6												3.0	3.0	2.7225828719926994	1.0										False	False	False
ZNF503	locked_signature_candidate	True	True	0.2449439	0.1224156258627772	0.3917520180344581	1.0	1	True	0	7	0.0	0.4375		14.204469041688984												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	2.222194066976062	0.75										False	True	False
PKIB	locked_signature_candidate	True	True	-0.39364296	-0.5642933428287507	-0.2144892767071724	1.0	-1	True	4	2	0.5	0.125	13.514411774167012	11.344493835323709	-2.1699179388433034	-7.876366245098236	0.0	0.0	0.1333333333333333					0.2567901234567901		True	Q5T0Z6;Q9C010;Q9C010-2	118	52	0.4406779661016949	14.95326471328735	0.0284918246191527	0.1851964466509454	False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	-1.708994248349808	0.75										False	True	False
COX6A1	locked_signature_candidate	True	True	-0.4024748	-0.6308930695056916	-0.1809658620506525	1.0	-1	True	3	3	0.375	0.1875	14.883754193816271	13.052518307363451	-1.8312358864528215	-0.4521884547315815	0.3333333333333333	3.0	0.7					0.8088888888888888		False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	True	1	11	0.09090909090909091	1.0	1.0	P12074	author_qc_21_pairs	-1.0	5.0	2.0	-0.29376982477674346	-0.25044937932337075	0.2	0.3125	1.0	True	0.4567307692307692	4.0	3.0	-0.57826818600094	0.75										True	True	False
TBX3	locked_signature_candidate	True	True	0.28470665	0.115428022108972	0.4667026661336422	0.999	1	True	0	14	0.0	0.875		8.720666136611642												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	3.38933566339921	1.0										False	False	False
GUCA2A	locked_signature_candidate	True	True	-0.38981053	-0.6768209472298622	-0.0786236425861717	0.992	-1	True	5	0	0.625	0.0	12.867672728168827													True	Q02747	118	11	0.0932203389830508	13.7657699584961	0.2986946892886785	0.5007528614545492	False	False	False	False	False	C_incomplete_public_protein_support	True	1	11	0.09090909090909091	1.0	1.0	Q02747												4.0	3.0	-6.928983571090332	0.75										False	True	False
NOS2	locked_signature_candidate	True	True	0.2230627	0.0101374034537002	0.5847017884254454	0.991	1	True	2	10	0.25	0.625	14.398471453337724	8.683597649780655	-5.714873803557071	-2.259246381538154	0.0	0.0	0.0303030303030303					0.0926916221033868		False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	1.7673645422613138	1.0										False	False	False
GRIN2B	locked_signature_candidate	True	True	0.6873841	0.2906365938484669	1.2021839708089828	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															3.0	3.0	2.360702129797056	1.0										False	False	False
ZNRF3	locked_signature_candidate	True	True	0.5048981	0.2704494729638099	0.7402453705668449	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	2.447176503513031	1.0										False	False	False
ASCL2	locked_signature_candidate	True	True	0.50405955	0.2835490621626377	0.7455495700240135	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	5.521803071066659	1.0										False	False	False
RNF43	locked_signature_candidate	True	True	0.4764946	0.2538956291973591	0.6859840527176857	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	4.368721051791325	1.0										False	False	False
NKD1	locked_signature_candidate	True	True	0.4699508	0.1873228497803211	0.790768727660179	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	3.3059140299101597	1.0										False	False	False
MSX2	locked_signature_candidate	True	True	0.4173779	0.1878657259047031	0.6841770842671392	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	3.603160129004589	1.0										False	False	False
LGR5	locked_signature_candidate	True	True	0.41682506	0.2220236763358116	0.6516241267323494	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	4.114571681042489	1.0										False	False	False
LINC02350	locked_signature_candidate	True	True	0.41378772	0.137334755808115	0.800318731367588	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0																												False	True	False
LINC01819	locked_signature_candidate	True	True	0.3956442	0.0749957386404275	0.8275866776704788	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															2.0	2.0	2.240163487830117	1.0										False	False	False
SLC6A6	locked_signature_candidate	True	True	0.37944853	0.1987504914402962	0.5656634166836738	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	2.6592055946271573	1.0										False	False	False
ENC1	locked_signature_candidate	True	True	0.34196734	0.1442840121686458	0.5612545371055603	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	3.076531592466387	1.0										False	False	False
LRRC36	locked_signature_candidate	True	True	0.27030173	0.1228955609723925	0.4266357541084289	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	1.6273358035359478	1.0										False	False	False
LZTS3	locked_signature_candidate	True	True	0.2262522	0.1001077940687537	0.3707240864634514	1.0	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	2.377228426563337	1.0										False	False	False
SLC51A	locked_signature_candidate	True	True	-0.3454647	-0.515945291519165	-0.2039579156786203	1.0	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	2.0	-0.0172358937481724	0.5										False	True	False
UGT2A3	locked_signature_candidate	True	True	-0.35164398	-0.513337080180645	-0.1763148877769708	1.0	-1	False	0	0	0.0	0.0														True	Q6UWM9	118	89	0.7542372881355932	13.5831499099731	0.0639944691556594	0.2291470083244594	False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	5	11	0.45454545454545453	2.0	2.0	F5GY78;Q6UWM9												4.0	3.0	-0.9924539175382454	0.75										False	True	False
CALM1	locked_signature_candidate	True	True	-0.3683679	-0.5460064321756363	-0.1805015683174133	1.0	-1	False	0	0	0.0	0.0														True	H0Y7A7;P0DP23;P0DP24;P0DP25	118	118	1.0	19.84436511993405	0.8416854307157293	0.8875350025960184	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	4	11	0.36363636363636365	20.0	28.0	E7ETZ0;G3V479;P62158	author_qc_21_pairs	-1.0	12.0	4.0	0.9173028708634616	0.9247586954449739	0.9166666666666666	0.0068359375	6.0	False	0.04809451103210449	4.0	3.0	-0.7023528409515505	0.75										True	True	True
NDUFA1	locked_signature_candidate	True	True	-0.37203327	-0.5375869691371917	-0.209964857250452	1.0	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	1	11	0.09090909090909091	1.0	1.0	O15239	author_qc_21_pairs	-1.0	3.0	1.0	-0.6466747050925996	-0.7672520556312211	0.3333333333333333	0.5	1.0	True	0.6333333333333333	4.0	3.0	-0.4788587877373822	0.75										True	True	False
HSPA1A	locked_signature_candidate	True	True	-0.40205288	-0.5190704807639122	-0.2861339919269084	1.0	-1	False	0	0	0.0	0.0														True	A0A0G2JIW1;P0DMV8;P0DMV9	118	118	1.0	18.853289604187047	0.0041511031198653	0.0611283355943746	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	11	11	1.0	53.0	80.0	E7EP11;E7EP94;E7EQL7;F5H1D3;P08107												4.0	2.0	-0.5112915847108246	0.5										False	True	False
ATP5MC3	locked_signature_candidate	True	True	-0.48027578	-0.6781591579318047	-0.2669057421386243	1.0	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															1.0	0.0	0.1211294655110535	0.0										False	True	False
SLC9A3-OT1	locked_signature_candidate	True	True	-0.50931203	-0.7118944317102432	-0.3328219071030617	1.0	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0																												False	True	False
DHRS11	locked_signature_candidate	True	True	-0.5168385	-0.7160357534885406	-0.3252331122756005	1.0	-1	False	0	0	0.0	0.0														True	Q6UWP2	118	114	0.9661016949152542	14.39351987838745	0.7650865964572648	0.872198719961282	True	False	True	False	False	C_transcript_locked_not_detected_in_pxd002137	True	11	11	1.0	6.0	9.0	Q6UWP2	author_qc_21_pairs	-1.0	21.0	7.0	-0.9609046893460095	-0.97740851664106	0.09523809523809523	4.76837158203125e-06	1.0	True	0.0001811981201171875	4.0	3.0	-2.5518010847944685	0.75										True	True	False
LGALS4	locked_signature_candidate	True	True	-0.5996236	-0.871893173456192	-0.3489664018154145	1.0	-1	False	0	0	0.0	0.0														True	P56470	118	118	1.0	22.01066970825195	0.3718562104320124	0.5728595674222894	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	11	11	1.0	23.0	55.0	P56470	author_qc_21_pairs	-1.0	21.0	7.0	0.059965795564719704	-0.025216892841972694	0.5714285714285714	1.0	10.0	False	1.0	4.0	3.0	-0.9651199654536377	0.75										True	True	True
PHGR1	locked_signature_candidate	True	True	-0.6200017	-0.9226573079824448	-0.3288206137716771	1.0	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															3.0	2.0	-1.3449799502337267	0.6666666666666666										False	True	False
LINC01411	locked_signature_candidate	True	True	0.38985035	0.172009876742959	0.6850031167268752	0.999	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															1.0	1.0	0.8212070914279004	1.0										False	False	False
SEMA3F	locked_signature_candidate	True	True	0.25506988	0.1072810892015695	0.397370084375143	0.999	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	1.9099482883554948	1.0										False	False	False
FIRRE	locked_signature_candidate	True	True	0.2341168	0.0386237484402954	0.5982538148760795	0.999	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															3.0	3.0	0.5982281249799507	1.0										False	False	False
PLAC8	locked_signature_candidate	True	True	-0.34252074	-0.5104462653398514	-0.1680454224348068	0.999	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	3.0	-2.6825165089247225	0.75										False	True	False
MYL12A	locked_signature_candidate	True	True	-0.3816538	-0.5686695426702499	-0.1634570393711328	0.999	-1	False	0	0	0.0	0.0														True	J3QRS3;O14950;P19105	118	118	1.0	19.7770404815674	0.1322494357865317	0.3589627542777291	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	4	11	0.36363636363636365	13.0	17.0	P19105	author_qc_21_pairs	-1.0	9.0	3.0	0.9325636324046108	0.5348817496074628	0.7777777777777778	0.1640625	3.0	False	0.29687499999999994	4.0	2.0	-0.1140018516008303	0.5										True	True	True
SHISA9	locked_signature_candidate	True	True	0.4518485	0.0967411205172538	0.8431718304753303	0.998	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	3.0	0.6913426782499998	0.75										False	True	False
ETS2	locked_signature_candidate	True	True	0.2749734	0.1035391023382544	0.4476648978888988	0.998	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	4.0	2.7672858100353768	1.0										False	False	False
LYPD8	locked_signature_candidate	True	True	-0.34660244	-0.5624871388077736	-0.1209018005058171	0.998	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	3.0	-3.398531254431878	0.75										False	True	False
SCHLAP1	locked_signature_candidate	True	True	-0.38421074	-0.656408816576004	-0.1336304225027561	0.998	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															1.0	0.0	0.0	0.0										False	True	False
B2M	locked_signature_candidate	True	True	-0.5610498	-0.9227504387497902	-0.1474449269473553	0.998	-1	False	0	0	0.0	0.0														True	H0YLF3	118	118	1.0	17.9693555831909	0.0008100570373273	0.0230866255638294	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	9	11	0.8181818181818182	5.0	7.0	F5H6I0	author_qc_21_pairs	-1.0	15.0	5.0	0.21095850075239309	0.48673507261174614	0.8	0.041259765625	1.0	False	0.12060546875	4.0	2.0	0.1891641698232959	0.5										True	True	True
CALM2	locked_signature_candidate	True	True	-0.3722606	-0.5940873801708222	-0.1153046039864421	0.997	-1	False	0	0	0.0	0.0														True	H0Y7A7;P0DP23;P0DP24;P0DP25	118	118	1.0	19.84436511993405	0.8416854307157293	0.8875350025960184	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	7	11	0.6363636363636364	17.0	27.0	E7EMB3	author_qc_21_pairs	-1.0	9.0	3.0	1.0107536630704663	1.1918955931993447	0.8888888888888888	0.0078125	5.0	False	0.04809451103210449	4.0	3.0	-0.6553429050531498	0.75										True	True	True
ANKH	locked_signature_candidate	True	True	0.28274557	0.0467728699557483	0.5134644567966461	0.995	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															4.0	3.0	1.3002305073870557	0.75										False	True	False
IFITM3	locked_signature_candidate	True	True	0.3602024	0.0520259744487702	0.7004682257771492	0.992	1	False	0	0	0.0	0.0														True	E9PS44;Q01628	118	101	0.8559322033898306	13.7849502563477	0.0356494344855966	0.1851964466509454	True	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	2	11	0.18181818181818182	2.0	4.0	Q01628	author_qc_21_pairs	1.0	3.0	1.0	0.21562921857928385	0.20533639769768142	1.0	0.25	2.0	True	0.37999999999999995	4.0	3.0	1.3667139635433396	0.75										True	True	False
ZFP36L1	locked_signature_candidate	True	True	0.25073522	0.0590313155204057	0.4733474165201186	0.992	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	True	3	11	0.2727272727272727	1.0	1.0	B4E1N3;G3V2D5												4.0	3.0	0.7379331213547626	0.75										False	True	False
MAGEB17-AS1	locked_signature_candidate	True	True	0.23315665	0.0050425675115548	0.6433421611785887	0.99	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0																												False	True	False
SLC35F1	locked_signature_candidate	True	True	0.26164308	0.0118825068697333	0.5043386250734329	0.977	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False	C_transcript_locked_not_detected_in_pxd002137	False	0	11	0.0															3.0	0.0	-1.3644478508817288	0.0										False	True	False
CD9	locked_signature_candidate	True	True	-0.3971	-0.5586507722735405	-0.2322450697422027	1.0	-1	True	8	16	1.0	1.0	20.81018566757139	21.424067730400544	0.6138820628291555	1.484012316440162	0.8046875	103.0	0.0159054537840377	0.4875365664174296	0.0515311925324203	0.9235419403024387	0.0284076172913885	0.0551389064513307	0.079541328415888	True	A6NNI4;G8JLH6;P21926	118	118	1.0	16.2609453201294	0.2437224242043591	0.4803468655377098	True	False	False	True	False	D_direction_conflict	True	8	11	0.7272727272727273	2.0	4.0	B4DPP0	author_qc_21_pairs	-1.0	12.0	4.0	0.9566118404915518	0.9259317328678233	0.9166666666666666	0.0009765625	1.0	False	0.00927734375	4.0	1.0	0.5259932375794287	0.25										True	True	True
BSG	locked_signature_candidate	True	True	-0.54873323	-0.7395636662840843	-0.3765423193573952	1.0	-1	True	8	16	1.0	1.0	16.422702707471828	16.863582494451897	0.4408797869800693	0.9537787666533032	0.7421875	95.0	0.060744747243603	0.9764092695152542	-0.2242945951763926	2.177113134206901	0.1109724067778976	0.166248781929861	0.2219448135557953	True	P35613;P35613-2	118	118	1.0	17.48696517944335	0.0521526664853675	0.2123358564047106	True	False	False	False	False	D_direction_conflict	True	8	11	0.7272727272727273	2.0	3.0	D3YLG5;P35613;P35613-2	author_qc_21_pairs	-1.0	15.0	5.0	0.21731446642866425	0.34617034400812874	0.7333333333333333	0.0946044921875	1.0	False	0.19972059461805558	4.0	4.0	-0.4775760949262473	1.0										True	False	True
MYL6	locked_signature_candidate	True	True	-0.48984164	-0.7323664546012878	-0.2556069605052471	1.0	-1	True	8	16	1.0	1.0	21.148456718900675	21.28886206369726	0.1404053447965836	0.8294633397867381	0.7109375	91.0	0.1056384276198517	0.3055308032082439	-0.1151687169461017	0.7262303233625895	0.1546163253656904	0.2197279294492916	0.2951766211526817	True	B7Z6Z4;F8W1R7;G3V1V0;G8JLA2;J3KND3;P60660;P60660-2	118	118	1.0	21.45739555358885	0.5421270727627976	0.7391844081349145	True	False	False	False	False	D_direction_conflict	True	11	11	1.0	24.0	40.0	B7Z6Z4;F8VPF3;F8VXL3;F8VZU9;F8VZV5;F8W180;G3V1V0;G3V1Y7;P60660;P60660-2	author_qc_21_pairs	-1.0	21.0	7.0	-0.025289119438829943	-0.018017838263998092	0.47619047619047616	0.8648872375488281	7.0	True	0.9666386772604549	4.0	4.0	-1.1284809822451591	1.0										True	False	False
SPINK1	locked_signature_candidate	True	True	0.36753398	0.111847217939794	0.6456341922283172	0.998	1	True	8	15	1.0	0.9375	16.58048013313143	15.296256928910283	-1.2842232042211474	-1.007445151503462	0.2166666666666666	26.0	0.0282268097586444	-1.076787663997706	-2.776681628423645	0.6231063004282333	0.2144109594927153	0.0917371317155944	0.3602104119477618	True	P00995	118	114	0.9661016949152542	15.66311979293825	0.8462717199262257	0.8875350025960184	False	False	False	False	False	D_direction_conflict	True	2	11	0.18181818181818182	1.0	1.0	P00995	author_qc_21_pairs	1.0	3.0	1.0	0.8621758417247116	0.7408260572907318	1.0	0.25	1.0	True	0.37999999999999995	4.0	4.0	3.757762425001693	1.0										True	False	False
EPCAM	locked_signature_candidate	True	True	-0.36305678	-0.5710925802588462	-0.1550846472382545	1.0	-1	True	8	16	1.0	1.0	17.938879325341336	18.071413285642542	0.1325339603012061	0.2559445958737937	0.5390625	69.0	0.7874627279661603	0.2501928954156245	-0.2687648665463621	0.7691506573776111	0.3447041514973702	0.8530846219633403	0.4559397851851023	True	B5MCA4;P16422	118	118	1.0	16.89305973052975	0.0304581605483545	0.1851964466509454	True	False	False	False	False	D_direction_conflict	True	11	11	1.0	10.0	12.0	B5MCA4;C9JKY3;P16422	author_qc_21_pairs	-1.0	21.0	7.0	0.3583314390268913	0.36966112766496717	0.6666666666666666	0.02901458740234375	2.0	False	0.11025543212890626	4.0	2.0	0.2869035230393546	0.5										True	True	True
CYCS	locked_signature_candidate	True	True	-0.40969035	-0.5621961891651154	-0.2380165606737137	1.0	-1	True	8	16	1.0	1.0	20.04821988715298	20.33190981656336	0.2836899294103787	0.8780567701034463	0.71875	92.0	0.0926018836908593	0.3385021638959804	-0.3517704269371134	1.0287747547290742	0.3364792656745612	0.2093607805184646	0.4559397851851023	True	C9JFR7;P99999	118	118	1.0	19.33508968353275	0.6114334503066032	0.7449085908155471	True	False	False	False	False	D_direction_conflict	True	9	11	0.8181818181818182	15.0	30.0	C9JFR7	author_qc_21_pairs	-1.0	15.0	5.0	0.3695991566702645	0.23802083146636818	0.6666666666666666	0.072998046875	5.0	False	0.19813755580357145	4.0	2.0	-0.3394491001650102	0.5										True	True	True
NDRG1	locked_signature_candidate	True	True	-0.4067776	-0.5400473490357399	-0.275909511744976	1.0	-1	True	8	16	1.0	1.0	17.94407723489242	18.23457102159543	0.2904937867030099	0.4250938800859078	0.6328125	81.0	0.319629190002053	0.2165919567280598	-0.2707815926186458	0.7039655060747656	0.3837428681762276	0.4492085913542367	0.4740353077471047	True	Q92597	118	118	1.0	16.7069149017334	0.0180590261396634	0.1470520699944021	True	False	False	False	False	D_direction_conflict	True	11	11	1.0	13.0	24.0	B3KR80;B7Z505;E5RG99;E5RGM5;E5RH82;E5RIR1;E5RIV1;E5RJY1;E5RK17;E7ESM1;E9PDL6;Q92597	author_qc_21_pairs	-1.0	21.0	7.0	0.18443743146707647	0.1840714834557853	0.7619047619047619	0.08879852294921875	3.0	False	0.19972059461805558	4.0	3.0	-0.5740107298274233	0.75										True	True	True
